industry,name,ticker,ISIN,stockkey
10102030,SUNOCO DEAD - DELIST.05/10/12,SUN,US86764P1093,4729
35102020,Sunrise Senior Living Inc,SRZ,US86768K1060,15131
10102030,Syntroleum Corp,SYNM,US8716301093,18796
30202030,The Hillshire Brands Co.,HSH,US4325891095,4829
45103030,THQ Inc,THQI,US8724436014,18745
30202030,TOOTSIE ROLL,TR,US8905161076,4599
45202020,TransAct Technologies Inc,TACT,US8929181035,20736
10101010,Union Drilling,UDRL,US90653P1057,42898
10102050,Uranium Resources Inc,URRE,US9169015073,16058
25502020,US Auto Parts Network Inc,PRTS,US90343C1009,46682
10102020,Venoco Inc,VQ,US92275P3073,46693
45103020,Wave Systems Corp A,WAVX,US9435263010,25559
40301040,White Mountains Insurance Group Inc,WTM,BMG9618E1075,4965
50101010,Abovenet Inc,ABVT,US00374N1072,40507
25201050,American Greetings Corp A,AM,US0263751051,5150
35201010,Amylin Pharmaceuticals,AMLN,US0323461089,8456
35101020,Antares Pharma Inc,AIS,US0366421065,23270
35201010,Ardea Biosciences,RDEA,US03969P1075,30552
10102020,ATP Oil & Gas Corp,ATPG,US00208J1088,33859
25301040,Benihana Inc.,BNHN,US0820471011,22502
40402040,BioMed Realty Trust Inc,BMR,US09063H1077,40859
35102015,CATALYST HEALTH SLTN. DEAD - ACQD.BY 36174H,CHSI,US14888B1035,29782
55101010,CENTERPOINT EN.,CNP,US15189T1079,5186
30201020,Central European Distribution,CEDC,US1534351028,26984
25504010,Charming Shoppes Inc,CHRS,US1611331034,4868
25401030,Cinemark Holdings Inc,CNK,US17243V1026,44513
45201020,"Comverse Technology, Inc.",CMVT,US2058624022,279908
55101010,CONSOLIDATED EDISON,ED,US2091151041,5017
25504060,Cost Plus Inc,CPWM,US2214851055,19966
50102010,CROWN CASTLE INTL.,TWRS,US22822V1017,26561
25401020,DIRECTV DEAD - ACQD.BY 945388,DTV,US25490A3095,5103
55101010,DTE ENERGY,DTE,US2333311072,4956
10101010,Ensco PLC,ESV,GB00B4VLR192,4288
35203010,ERESEARCH TECH. DEAD - DELIST.05/07/12,ERT,US29481V1089,20529
20303010,Excel Maritime Carriers Ltd,EXM,LR0008764684,35622
35101020,GEN-PROBE DEAD - ACQD.BY 542983,GPRO,US36866T1034,38357
10102020,GEORESOURCES DEAD - MERGER 28836F,GEOI,US3724761016,35011
20101010,GOODRICH DEAD - DELIST.27/07/12,GR,US3823881061,4970
10102020,HOUSTON AMR ENE,HUSA,US44183U1007,51231
35201010,Human Genome Sciences,HGSI,US4449031081,9715
30202030,Imperial Sugar Co,IPSU,US4530962087,40578
35202010,Ista Pharmaceuticals Inc,ISTA,US45031X2045,32454
35101010,KENSEY NASH DEAD - ACQD.BY 779426,KNSY,US4900571062,15705
15101050,KMG Chemicals Inc,KMGB,US4825641016,26429
25401025,Knology Inc,KNOL,US4991838040,40595
45203010,LeCroy Corp,LCRY,US52324W1099,15722
35102010,LINCARE HOLDINGS DEAD - DELIST.23/08/12,LNCR,US5327911005,8654
35203010,MEDTOX Scientific Inc,MTOX,US5849772018,23275
45201020,Meru Networks Inc,MERU,US59047Q1031,213298
35102015,MModal Inc,MODL,US60689B1070,270973
45103010,Motricity Inc,MOTR,US6201071023,225899
55102010,NISOURCE,NI,US65473P1057,4410
45301010,NOVELLUS SYSTEMS DEAD - ACQD.BY 946387,NVLS,US6700081010,3976
45101010,OpenTable Inc.,OPEN,US68372A1043,209159
45201020,OpNext Inc,OPXT,US68375V1052,44364
10102050,PATRIOT COAL DEAD - DELIST.19/12/13,PCX,US70336T1043,48028
25301040,PF CHANGS CHINA BISTRO DEAD - DELIST.12/07/12,PFCB,US69333Y1082,26884
55101010,PG&E,PCG,US69331C1080,5208
40301020,Phoenix Companies Inc,PNX,US71902E1091,34930
45201020,Powerwave Technologies Inc,PWAV,US7393633075,20522
55101010,PROGRESS ENERGY DEAD - ACQD.BY 904383,PGN,US7432631056,5166
35101010,Rockwell Medical Technologies Inc,RMTI,US7743741024,35496
40203010,Safeguard Scientifics,SFE,US7864492076,10302
30302010,Schiff Nutrition International,WNI,US8066931077,22621
35201010,SciClone Pharmaceuticals Inc,SCLN,US80862K1043,9759
45202020,Seagate Technology,STX,IE00B58JVZ52,37846
15101020,Solutia Inc,SOA,US8343765017,56191
45301020,SRS Labs Inc,SRSL,US78464M1062,20663
45205020,STANDARD MICRO SYSTEMS DEAD - MERGER 328228,SMSC,US8536261097,7479
50101020,Surewest Communications Co,SURW,US8687331061,15933
55101010,TECO ENERGY DEAD - DELIST.01/07/16,TE,US8723751009,3951
25201020,Tempur Pedic Intl,TPX,US88023U1016,40655
45103030,THQ Inc,THQI,US8724434035,18745
20303010,Ultrapetrol Bahamas,ULTR,BSP943981071,44302
15104020,US Energy Corp (WY),USEG,US9118051096,16051
20201060,ACCO Brands Corp,ABD,US00081T1088,42503
40202010,Advance America Cash Advance Centers,AEA,US00739W1071,41412
15104050,AK Steel Hldg Corp,AKS,US0015471081,9855
35201010,Alexion Pharmaceuticals Inc,ALXN,US0153511094,19724
40301040,Alleghany Corp (NY),Y,US0171751003,3883
55101010,AMEREN,AEE,US0236081024,4887
35101010,BioLase Technology Inc,BLTI,US0909111082,22696
25203010,Carters Inc,CRI,US1462291097,40535
20106020,CLARCOR Inc,CLC,US1798951075,3758
40402070,Cogdell Spencer,CSA,US19238U1079,42780
45103010,Compuware Corp,CPWR,US2056381096,9982
45203010,Comverge Inc,COMV,US2058591015,46647
55105010,Constellation Energy Group,CEG,US2103711006,5159
40402010,Cousins Properties,CUZ,US2227951066,4267
50102010,Crown Castle Intl Corp,CCI,US2282271046,26561
45203020,DDi Corp,DDIC,US2331625028,40551
40301020,DELPHI FINL.GP.A DEAD - DELIST.16/05/12,DFG,US2471311058,10434
45101010,Digital River Inc,DRIV,US25388B1044,25865
10102040,EL PASO DEAD - MERGER.74500P,EP,US28336L1098,7514
35201010,Enzon Pharmaceuticals Inc,ENZN,US2939041081,5524
45301020,Freescale Semiconductor Holdings I Ltd,FSL,BMG3727Q1015,277274
25301020,Great Wolf Resorts,WOLF,US3915231076,41377
40301040,Harleysville Group Inc,HGIC,US4128241043,8606
35102015,HMS Holdings Corp,HMSY,US40425J1016,10086
25502010,HSN Inc,HSNI,US4043031099,65587
10102040,Kinder Morgan Inc,KMI,US49456B1017,271058
25101010,LKQ,LKQX,US5018892084,40598
45101010,LoopNet Inc,LOOP,US5435243002,43536
35102015,MEDCO HEALTH SLTN. DEAD - T/OVER 02/04/12,MHS,US58405U1025,37307
35103010,"Medidata Solutions, Inc.",MDSO,US58471A1051,209225
35201010,MICROMET INC,MITI,US59509C1053,40532
25101010,MIDAS DEAD - ACQD.BY 930813,MDS,US5956261029,24188
45201020,MOTOROLA MOBILITY HDG. DEAD - MERGER.29026M,MMI,US6200971058,267973
55101010,NSTAR DEAD - MERGER.921999,NST,US67019E1073,3962
25301040,O CHARLEYS DEAD - DELIST.05/10/12,CHUX,US6708231039,15813
25201030,Pulte Group Inc,PHM,US7458671010,4631
20107010,RSC Holdings Inc,RRR,US74972L1026,44517
25201030,Ryland Group Inc,RYL,US7837641031,3978
55102010,SOUTHERN UNION DEAD - ACQD.BY 31689N,SUG,US8440301062,4030
20201060,STANDARD REGISTER DEAD - DELIST.21/12/15,SRCTQ,US8538872065,4478
35101010,Stereotaxis Inc,STXS,US85916J1025,41017
45103010,TALEO A DEAD - MERGER 719618,TLEO,US87424N1046,42717
20104010,THOMAS & BETTS DEAD - MERGER.922924,TNB,US8843151023,4928
40301050,TRANSATLANTIC HDG. DEAD - AQCD.BY 923403,TRH,US8935211040,5627
35103010,Transcend Services Inc,TRCR,US8939292087,16031
30101030,Winn-Dixie Stores Inc,WINN,US9742803078,44494
10102030,World Fuel Services Corp,INT,US9814751064,16096
45203010,X-Rite Inc,XRIT,US9838571035,8822
35101010,ZOLL MED. DEAD - ACQD.BY 929864,ZOLL,US9899221090,12862
25503020,99 CTS.ONLY STRS. DEAD - MERGER.930813,NDN,US65440K1060,19686
35202010,Adolor Corp,ADLR,US00724X1028,33131
45301020,Advanced Analogic Technologies,AATI,US00752J1088,42501
20104010,ADVANCED BATTERY,ABAT,US00752H1023,51034
55103010,AES,AES,US00130H1059,7499
55102010,AGL RESOURCES DEAD - DELIST.01/07/16,AGL,US0012041069,4222
40402050,American Campus Communities Inc,ACC,US0248351001,41012
35102015,American Dental Partners Inc,ADPI,US0253531034,25447
25504040,AUTOZONE,AZO,US0533321024,5482
45201020,BLUE COAT SYSTEMS DEAD - DELIST.16/02/12,BCSI,US09534T5083,29325
10102020,Brigham Exploration Co,BEXP,US1091781039,22503
45203015,CalAmp Corp,CAMP,US1281261099,15455
25502010,COLDWATER CREEK DEAD - DELIST.01/10/14,CWTRQ,US1930682026,19929
10101020,Complete Production Services,CPX,US20453E1091,43398
10102020,COMSTOCK RES.,CRK,US2057682039,19953
55105010,CONSTELLATION EN. DEAD - AQCD.BY 902317,CEG,US2103711006,5159
25302020,CPI Corp,CPY,US1259021061,3687
45103020,Demandtec Inc,DMAN,US24802R5063,46624
45103010,ELECTRONIC ARTS,ERTS,US2855121099,4001
45201020,EMCORE Corp,EMKR,US2908461047,20054
20106010,Force Protection Inc,FRPT,US3452032028,44495
10101020,Global Industries Ltd,GLBL,US3793361003,10071
35102030,HEALTHSPRING DEAD - MERGER.912278,HS,US42224N1019,43153
25302020,Hillenbrand Inc,HI,US4315711089,51013
40402050,Home Properties of New York,HME,US4373061039,8990
35201010,Idenix Pharmaceuticals Inc,IDIX,US45166R2040,40806
35201010,Inhibitex Inc,INHX,US45719T1034,40714
25401010,interCLICK Inc,ICLK,US4584832038,210940
20106010,Joy Global Inc,JOYG,US4811651086,37280
35102020,Kindred Healthcare Inc,KND,US4945801037,37277
25301040,McCormick & Schmick's Seafood Restaurant,MSSR,US5797931004,40801
45203010,Microvision Inc,MVIS,US5949601067,23656
20201040,MONSTER WORLDWIDE,MWW,US6117421072,20732
45101010,Move Inc,MOVED,US62458M2070,28874
30201020,MPG Ingredients Inc,MGPI,US55302G1031,10199
15101050,Nalco Holding,NLC,US62985Q1013,41264
25201050,NATIONAL PRESTO INDS.,NPK,US6372151042,4415
45301020,Netlogic Microsystems Inc,NETL,US64118B1008,40771
45202020,NOVATEL WIRELESS,NVTL,US66987M6049,33214
45103020,Opnet Technologies Inc,OPNT,US6837571081,32294
50101010,Paetec Holding Corp,PAET,US6954591078,25554
35102010,PHARM.PRODUCT DEV. DEAD - DELIST.06/12/11,PPDI,US7171241018,15862
35201010,PHARMASSET,VRUS,US71715N1063,51257
40101015,PROSPERITY BCSH.,PRSP,US7436061052,26889
45101010,RIGHTNOW TECHS. DEAD - ACQD.BY 719618,RNOW,US76657R1068,40855
45103010,S1 Corporation,SONE,US78463B1017,20617
20201070,Schawk Inc,SGK,US8063731066,15950
25502010,SCHOOL SPECIALTY DEAD - DELIST.12/06/13,SCHS,US8078631053,25583
35101010,SONOSITE DEAD - ACQD.BY 905475,SONO,US83568G1040,24860
45103010,SUCCESSFACTORS,SFSF,US8645961017,51296
35101010,Synovis Life Technologies Inc,SYNO,US87162G1058,15430
45201020,TEKELEC DEAD - DELIST.30/01/12,TKLC,US8791011039,12804
15103020,TEMPLE INLAND DEAD - ACQD.BY 904069,TIN,US8798681073,4996
45103010,THQ DEAD - DELIST.15/08/13,THQIQ,US8724436014,18745
45301020,Trident Microsystems,TRID,US8959191086,12819
10102050,USEC Inc,USU,US90333E1082,26491
45102020,VeriFone Systems Inc,PAY,US92342Y1091,41663
50202010,VIACOM B,VIA.B,US92553P2011,42927
20104010,VICOR,VICR,US9258151029,5640
40101010,WASHINGTON FEDERAL,WFSL,US9388241096,4519
35102015,Allied Healthcare International Inc,AHCI,US01923A1097,12818
40301030,American National Insurance Co,ANAT,US0285911055,5002
35102030,AMERIGROUP Corp,AGP,US03073T1025,36190
20102010,Ameron International Inc,AMN,US0307101073,3884
20201060,APAC Customer Services Inc,APAC,US00185E1064,15356
15101050,ARCH CHEMS. DEAD - DELIST.21/10/11,ARJ,US03937R1023,26934
30101030,Arden Group Inc A,ARDNA,US0397621097,15401
35101020,Atrion Corp,ATRI,US0499041053,22499
25401030,Ballantyne of Omaha Inc,BTN,US0585161054,19807
45201020,Bigband Networks Inc,BBND,US0897505097,44519
25503020,BJS WHOLESALE CLUB DEAD - DELIST.03/10/11,BJ,US05548J1060,21138
45103010,Blackboard Inc,BBBB,US0919355026,40702
20107010,BlueLinx Holdings,BXC,US09624H1095,41384
25301010,Boyd Gaming Corp,BYD,US1033041013,9663
35203010,Caliper Life Sciences Inc,CALP,US1308721042,29638
35201010,CEPHALON DEAD - ACQD.BY 885746,CEPH,US1567081096,8513
30201030,Coca-Cola Bottling Consol Co,COKE,US1910981026,4049
35102015,Continucare Corp,CNU,US2121721003,19960
20104010,Cooper Industries Plc,CBE,IE00B40K9117,5177
55101010,CTL.VMT.PUB.SER. DEAD - DELIST.28/06/12,CV,US1557711082,4106
40203010,Diamond Hill Investment Group,DHIL,US25264R2076,24895
55101010,DPL DEAD - ACQD.BY 545101,DPL,US2332931094,3677
10101020,Dresser-Rand Group,DRC,US2616081038,42499
25202020,EASTMAN KODAK DEAD - DELIST.03/09/13,EK,US2774611097,4871
10102030,EL PASO DEAD - MERGER.74500P,EP,US28336L1098,7514
40201040,Encore Capital Group Inc,ECPG,US2925541029,40559
20104010,Ener1 Inc,HEV,US29267A2033,12460
45301020,Energy Conversion Devices,ENER,US2926591098,14298
20101010,Esterline Technologies,ESL,US2974251009,5760
40203010,Financial Engines Inc,FNGN,US3174851002,213236
25401020,Fisher Communications Inc,FSCI,US3377562091,24958
40301040,FPIC Insurance Group Inc,FPIC,US3025631017,20142
50101010,Global Crossing,GLBC,BMG3921A1751,41949
45103010,GSE Systems Inc,GVP,US36227K1060,23197
45301010,"GT Advanced Technologies, Inc",GTAT,US36191U1060,56044
15101010,HAWKINS,HWKN,US4202611095,15652
10102030,HollyFrontier Corporation,HFC,US4361061082,9711
20303010,Horizon Lines A,HRZ,US44044K1016,42720
45202020,Hutchinson Technology Inc,HTCH,US4484071067,8616
20201050,Industrial Services of America Inc,IDSA,US4563141039,35905
25201040,iRobot Corp,IRBT,US4627261005,42840
20101010,ITT Corporation,ITT,US4509111021,13054
25201050,KID BRANDS,KID,US49375T1007,4458
35101010,KINETIC CONCEPTS DEAD - MERGER.930813,KCI,US49460W2089,40592
35102020,LCA-VISION DEAD - ACQD.BY 872382,LCAV,US5018033085,15710
50101010,Level 3 Communications,LVLT,US52729N1000,25007
40201040,Life Partners Hldgs,LPHI,US53215T1060,41977
45203010,LOJACK DEAD - DELIST.21/03/16,LOJN,US5394511043,10161
45201020,Loral Space & Communications,LORL,US5438811060,43941
15101050,LUBRIZOL DEAD - DELIST.19/09/11,LZ,US5492711040,4753
20201010,M & F Worldwide,MFW,US5525411048,15882
45103010,Magma Design Automation Inc,LAVA,US5591811022,36235
35201010,Maxygen Inc,MAXY,US5777761074,29632
35102020,MEDCATH DEAD - DELIST.01/10/12,MDTH,US58404W1099,35558
25401040,Media General Inc A,MEG,US5844041070,4395
35102030,Metropolitan Health Networks Com,MDF,US5921421039,34701
40203020,MF Global Holdings Ltd,MF,US55277J1088,46609
45102020,MoneyGram Intl Inc,MGI,US60935Y1091,40682
45301010,Nanometrics Inc,NANO,US6300771051,20395
45301020,National Semiconductor,NSM,US6376401039,5200
35101010,NuVasive Inc,NUVA,US6707041058,40723
40203020,OPTIONSXPRESS HOLDINGS DEAD - DELIST.02/09/11,OXPS,US6840101017,41493
20303010,OVERSEAS SHIPHLDG.GP. DEAD - DELIST.06/08/14,OSG,US6903681053,4430
40203010,Penson Worldwide,PNSN,US7096001000,43427
45201020,Powerwave Technologies Inc,PWAV,US7393631095,20522
20104010,Preformed Line Products Inc,PLPC,US7404441047,26461
45101010,RealNetworks Inc,RNWKD,US75605L7082,25074
45103030,Renaissance Learning Inc,RLRN,US75968L1052,24868
35201010,SAVIENT PHARMS. DEAD - DELIST.03/06/14,SVNT,US80517Q1004,7374
45201020,SeaChange Intl Inc,SEAC,US8116991071,20613
30202030,SENECA FOODS A,SENEA,US8170705011,15961
45301020,SIGMA DESIGNS,SIGM,US8265651039,15967
45103010,Smith Micro Software,SMSI,US8321541083,15973
35101010,Sonosite Inc,SONO,US83568G1040,24860
50102010,SPOK HOLDINGS,SPOK,US84863T1060,40520
45203020,TE Connectivity Ltd.,TEL,CH0102993182,44598
25203020,TIMBERLAND A DEAD - DELIST.14/09/11,TBL,US8871001058,10370
20101010,Triumph Group Inc,TGI,US8968181011,20752
15102010,United States Lime & Minerals,USLM,US9119221029,22943
40402070,UNVL.HLTH.REAL.INC.TST.,UHT,US91359E1055,11297
20104010,UQM Technologies Inc,UQM,US9032131065,21094
25401040,Valassis Communications,VCI,US9188661048,8802
45205010,VARIAN SEMICON.EQU. ASSOCS. DEAD - ACQD.BY 905296,VSEA,US9222071055,27391
40203010,Westwood Holdings Group Inc,WHG,US9617651040,37319
10102030,WILLIAMS,WMB,US9694571004,4933
45102010,Accenture plc,ACN,IE00B4BNMY34,35488
15103010,AEP Industries,AEPI,US0010311035,9852
35101010,AMER.MED.SYS.HDG. DEAD - DELIST.20/06/11,AMMD,US02744M1080,32394
35102030,America Service Group Inc,ASGR,US02364L1098,22481
10102020,APPROACH RESRCES,AREX,US03834A1034,51056
10101010,Bronco Drilling Co,BRNC,US1122111073,42507
20106010,BUCYRUS INTERNATIONAL DEAD - DELIST.11/07/11,BUCY,US1187591094,40818
25301040,CAL.PIZZA KITCHEN DEAD - DELIST.08/07/11,CPKI,US13054D1090,32284
40203010,Calamos Asset Management,CLMS,US12811R1041,41228
35102015,Catalyst Health Solutions Inc,CHSI,US14888B1035,29782
15101010,Celanese Corp A,CE,US1508701034,41452
45301020,Cirrus Logic Inc,CRUS,US1727551004,4047
25401030,CKX Inc,CKXE,US12562M1062,42437
40301040,CNA Surety Corp,SUR,US12612L1089,8872
55103010,CONSTELLATION EN. DEAD - AQCD.BY 902317,CEG,US2103711006,5159
35101020,Cooper Companies Inc,COO,US2166484020,15518
40202010,Dollar Financial Corp,DLLR,US2566641039,40820
25502020,Drugstore.com Inc,DSCM,US2622411021,28924
40203020,Edelman Financial Group Inc,EF,US27943Q1058,23389
45201020,EMS TECHS. DEAD - DELIST.23/08/11,ELMG,US26873N1081,15570
45301020,Evergreen Solar Inc.,ESLR,US30033R3066,33071
10102030,FRONTIER OIL DEAD - DELIST.01/07/11,FTO,US35914P1057,3985
45103010,GERBER SCIENTIFIC DEAD - DELIST.23/08/11,GRB,US3737301008,4968
25502020,GSI Commerce Inc,GSIC,US36238G1022,26138
15101010,Hawkins Inc,HWKN,US4202611095,15652
50101010,Hughes Communications Inc,HUGH,US4443981018,46662
45202020,Hypercom Corp,HYC,US44913M1053,24982
35101020,IMMUCOR DEAD - DELIST.22/08/11,BLUD,US4525261065,15672
30101030,Ingles Markets Inc A,IMKTA,US4570301048,12620
45102010,INTEGRAL SYSTEMS DEAD - DELIST.28/07/11,ISYS,US45810H1077,23629
10102050,International Coal Group Inc,ICO,US45928H1068,43923
40301020,Kansas City Life Insurance,KCLI,US4848361014,4366
35203010,KENDLE INTL. DEAD - DELIST.13/07/11,KNDL,US48880L1070,23639
45203010,L-1 Identity Solutions Inc,ID,US50212A1060,20807
20104010,La Barge Inc,LB,US5024701071,20293
45103010,Lawson Software Inc,LWSN,US52078P1021,36260
45101010,LivePerson Inc,LPSN,US5381461012,30959
40101015,MARSHALL & ILSLEY DEAD - DELIST.06/07/11,MI,US5718371033,4392
15104020,MASSEY EN. DEAD - DELIST.02/06/11,MEE,US5762061068,4706
40301040,Meadowbrook Insurance Grp,MIG,US58319P1084,15754
35202010,Medicines Co,MDCO,US5846881051,32341
45301020,NATIONAL SEMICON. DEAD - DELIST.26/09/11,NSM,US6376401039,5200
40402070,NATIONWIDE HEALTH PROPS. DEAD - DELIST.05/07/11,NHP,US6386201049,4579
45201020,Network Equipment Techs Inc,NWK,US6412081035,4416
30301010,Oil Dri Corp of America A,ODC,US6778641000,8705
35101010,Orthovita Inc [EASDAQ],VITA,US68750U1025,28363
10102020,Petrohawk Energy Corp,HK,US7164951060,41953
20201030,PRE PAID LEGAL SVS. DEAD - DELIST.01/07/11,PPD,US7400651078,14311
10101010,PRIDE INTL. DEAD - DELIST.01/06/11,PDE,US74153Q1022,12729
25302010,Princeton Review Inc,REVU,US7423521076,34931
40402020,Prologis,PLD,US7434101025,11291
45103020,RADIANT SYS. DEAD - DELIST.25/08/11,RADS,US75025N1028,20556
45101010,RealNetworks Inc,RNWK,US75605L1044,25074
35102020,REHABCARE GP. DEAD - DELIST.01/06/11,RHB,US7591481095,15915
25504010,rue21 Inc,RUE,US7812951009,210975
35102015,Rural/Metro Corp,RURL,US7817481085,10301
45101010,SAVVIS Communication Corp,SVVS,US8054233080,30162
20201040,SFN GROUP DEAD - DELIST.06/09/11,SFN,US7841531087,10117
25201030,SKYLINE,SKY,US8308301055,4761
45203020,Smart Modular Technologies WWH,SMOD,KYG822451046,43155
45203015,Spectrum Control Inc,SPEC,US8476151019,22921
45102010,SRA INTL.A DEAD - DELIST.21/07/11,SRX,US78464R1059,37305
45102010,STARTEK,SRT,US85569C1071,23710
35201010,Stemcells Inc,STEM,US85857R1059,15533
40101010,STERLING BCSH. DEAD - DELIST.29/07/11,SBIB,US8589071088,15989
35201010,Talecris Biotherapeutics Holdings Corp,TLCR,US8742271013,210669
20303010,TBS International PLC,TBSI,IE00B5VT5X83,41849
40203020,TRADESTATION GP. DEAD - DELIST.13/06/11,TRAD,US89267P1057,25218
45301010,Varian Semiconductor Equipment,VSEA,US9222071055,27391
30101030,Village Super Market Inc A,VLGEA,US9271074091,26493
35103010,Vital Images Inc,VTAL,US92846N1046,34183
25203010,VOLCOM DEAD - DELIST.24/06/11,VLCM,US92864N1019,41832
25401030,Warner Music Group,WMG,US9345501046,41705
40101010,WHITNEY HOLDING DEAD - DELIST.07/06/11,WTNY,US9666121036,8818
45301020,Zoran Corp,ZRAN,US98975F1012,20858
20106020,3-D Systems Corp,TDSC,US88554D2053,12401
35203010,Accelrys Inc,ACCL,US00430U1034,15863
20302010,AIRTRAN HDG. DEAD - DELIST.03/05/11,AAI,US00949P1084,11923
30302010,Alberto-Culver Co,ACV,US0130781000,4936
35202010,Ardea Biosciences,RDEA,US03969P1075,30552
40301040,Aspen Insurance Holdings Ltd,AHL,BMG053841059,40697
45301020,Atheros Communications,ATHR,US04743P1084,40522
35101010,BECKMAN COULTER DEAD - DELIST.30/06/11,BEC,US0758111092,4099
35202010,BioMimetic Therapeutics,BMTI,US09064X1019,43441
40203010,BlackRock Inc,BLK,US09247X1019,29336
45103010,Cadence Design Systems Inc,CDNS,US1273871087,4234
35201010,Celera Corp,CRA,US15100E1064,42551
50101020,Cincinnati Bell Inc,CBB,US1718711062,4869
35201010,Clinical Data Inc,CLDA,US18725U1097,35580
15104020,Compass Minerals Intl,CMP,US20451N1019,40544
45103010,Concur Technologies Inc,CNQR,US2067081099,26821
45301020,Conexant Systems Inc,CNXT,US2071423089,26783
35102015,CORVEL,CRVL,US2210061097,12515
30202030,Del Monte Foods Co,DLM,US24522P1030,27517
35203010,Dionex Corp,DNEX,US2545461046,3763
35102015,Emergency Medical Services A,EMS,US29100P1021,42994
45103010,EPICOR SFTW. DEAD - DELIST.17/05/11,EPIC,US29426L1089,8722
35203010,ERESEARCH TECH. DEAD - DELIST.05/07/12,ERES,US29481V1089,20529
45203010,FLIR Systems Inc,FLIR,US3024451011,20131
35201010,GENZYME DEAD - DELIST.11/04/11,GENZ,US3729171047,3812
10102020,GeoResources Inc,GEOI,US3724761016,35011
35202010,Inspire Pharmaceuticals Inc,ISPH,US4577331030,32330
25504010,J CREW GROUP DEAD - DELIST.07/03/11,JCG,US46612H4020,43565
25504040,JO-ANN STORES DEAD - DELIST.21/03/11,JAS,US47758P3073,5526
20101010,Ladish Inc,LDSH,US5057542004,25386
45103020,MCAFEE DEAD - DELIST.01/03/11,MFE,US5790641063,12661
25401025,Mediacom Communications Corp,MCCC,US58446K1051,29996
25401040,Meredith Corp,MDP,US5894331017,4716
15101030,Mosaic Co,MOS,US61945A1079,4352
20202020,Navigant Consulting Co,NCI,US63935N1072,20365
25401040,New York Times Co A,NYT,US6501111073,5229
40102010,NEWALLIANCE BANCSHARES DEAD - DELIST.18/04/11,NAL,US6502031023,40616
45103020,NOVELL DEAD - DELIST.28/04/11,NOVL,US6700061053,3733
25504040,Office Depot Inc,ODP,US6762201068,3977
25401030,Playboy Enterprises B,PLA,US7281173002,7539
35202010,QUESTCOR PHARM,QCOR,US74835Y1010,51472
50101020,QWEST COMMS.INTL. DEAD - DELIST.01/04/11,Q,US7491211097,23689
25202010,RC2 DEAD - DELIST.29/04/11,RCRC,US7493881046,23690
25503010,Retail Ventures Inc,RVI,US76128Y1029,7565
10102020,SM Energy Co,SM,US78454L1008,8751
15103020,Smurfit-Stone Container,SSCC,US83272A1043,228002
35101010,Spectranetics Corp,SPNC,US84760C1071,22608
40402060,Taubman Centers Inc,TCO,US8766641034,8787
45101010,Terremark Worldwide Inc,TMRK,US8814482035,19793
45203020,Tyco Electronics Ltd,TEL,CH0102993182,44598
20301010,UTI Worldwide Inc,UTIW,VGG872101032,33760
25504040,Vitamin Shoppe Inc,VSI,US92849E1010,210921
30101030,WHOLE FOODS MARKET,WFMI,US9668371068,8819
45202020,ActivIdentity Corp,ACTI,US00506P1030,38433
45201020,ADC TELECOM. DEAD - DELIST.10/12/10,ADCT,US0008863096,4191
55101010,Allegheny Energy Inc,AYE,US0173611064,5075
10101020,Allis-Chalmers Energy Inc,ALY,US0196455069,6974
20303010,American Commercial Lines,ACLI,US0251954055,42761
40301040,American Physicians Svc Grp,AMPH,US0288821087,23007
20101010,APPLIED SIGNAL TECH. DEAD - DELIST.01/02/11,APSG,US0382371039,22495
45101010,Art Technology Group Inc,ARTG,US04289L1070,29059
10102020,Atlas Energy Inc.,ATLS,US0492981024,40699
20104010,Baldor Electric Co,BEZ,US0577411004,3922
25201050,BLYTH DEAD - DELIST.15/10/15,BTH,US09643P2074,11898
35202010,BMP SUNSTONE,BJGP,US05569C1053,51088
25504040,Borders Group Inc,BGP,US0997091071,13357
45103010,Bottomline Technologies Inc,EPAY,US1013881065,27510
40203010,Capital Southwest Corp,CSWC,US1405011073,12474
45301020,Ceva Inc,CEVA,US1572101053,37753
35102015,Clarient Inc,CLRT,US1804891067,24922
45201020,COMMSCOPE DEAD - DELIST.14/01/11,CTV,US2033721075,21136
45202020,COMPELLENT TECHNOLOGIES DEAD - DELIST.23/02/11,CML,US20452A1088,56167
45203015,CPI International,CPII,US12618M1009,43375
35202010,Cypress Bioscience Inc,CYPB,US2326745070,19987
15105010,DELTIC TIMBER,DEL,US2478501008,8847
20106020,DIONEX DEAD - DELIST.18/05/11,DNEX,US2545461046,3763
20301010,Dynamex Inc,DDMX,US26784F1030,22519
45301020,Evergreen Solar Inc,ESLR,US30033R1086,33071
40301040,First Mercury Financial Corp,FMR,US3208411096,44280
35102015,GENOPTIX DEAD - DELIST.08/03/11,GXDX,US37243V1008,51043
30101030,GT.ATL.& PAC.TEA CO. DEAD - DELIST.14/03/12,GAP,US3900641032,5032
20106010,Hawk Corp A,HWK,US4200891046,25527
45201020,Hughes Communications Inc,HUGH,US4443981018,46662
45102010,Igate Corp,IGTE,US45169U1051,20326
45101010,INTERNET BRAND A,INET,US4606081028,51357
45202020,ISILON SYSTEMS,ISLN,US46432L1044,51166
15105020,Kapstone Paper and Packaging Corp,KS,US48562P1030,46669
45203010,KEITHLEY INSTRUMENTS DEAD - DELIST.09/12/10,KEI,US4875841045,22555
